relative time stamp,Walking,Standing,Sitting,Going Upstairs,Going Downstairs,Going In Lift,annotation any activity,flic annotations,yaw,pitch,roll,acc_x,acc_y,acc_z,pressure[pa],altitude[m],temperature[c],sensor Back,stretch left,stretch right,switch left,switch right
249989,0,0,0,0,0,0,0,6,55.40,45.85,38.19,7.43,-11.17,3.80,100743,14.97,21.50,19,0,24,0,0
250039,0,0,0,0,0,0,0,6,55.47,46.23,38.06,8.28,-9.39,5.19,100740,15.06,21.50,18,0,24,0,0
250085,0,0,0,0,0,0,0,6,55.38,46.67,37.85,7.96,-7.07,6.70,100740,15.31,21.50,15,4,26,0,0
250149,0,0,0,0,0,0,0,6,55.57,47.07,37.51,6.29,-8.44,5.52,100743,15.06,21.40,22,0,34,0,0
250199,0,0,0,0,0,0,0,6,55.30,47.31,37.26,6.34,-8.29,4.74,100730,16.06,21.50,15,0,33,0,0
250243,0,0,0,0,0,0,0,6,54.82,47.42,37.06,5.90,-8.83,4.20,100737,15.81,21.50,20,0,26,0,0
250293,0,0,0,0,0,0,0,6,54.15,47.50,36.93,6.97,-7.19,4.53,100734,15.31,21.50,20,0,24,0,0
250340,0,0,0,0,0,0,0,6,53.19,47.50,36.80,5.67,-7.02,4.59,100732,15.48,21.40,20,0,18,0,0
250388,0,0,0,0,0,0,0,6,52.34,47.47,36.59,6.06,-7.76,4.21,100732,15.73,21.50,13,2,17,0,0
250437,0,0,0,0,0,0,0,6,50.95,47.34,36.51,5.89,-5.69,5.00,100734,15.73,21.40,17,0,15,0,0
250501,0,0,0,0,0,0,0,6,50.18,47.35,36.45,4.66,-6.54,3.11,100732,15.48,21.50,20,0,15,0,0
250548,0,0,0,0,0,0,0,6,48.73,47.36,36.53,3.94,-6.23,5.38,100727,16.15,21.40,17,2,11,0,0
250596,0,0,0,0,0,0,0,6,48.08,47.48,36.43,5.88,-6.36,4.92,100734,15.22,21.50,20,0,14,0,0
250645,0,0,0,0,0,0,0,6,47.05,47.57,36.34,4.26,-6.91,4.61,100735,16.15,21.50,20,0,13,0,0
250691,0,0,0,0,0,0,0,6,45.88,47.58,36.38,3.37,-6.94,4.26,100730,15.73,21.40,20,2,9,0,0
250741,0,0,0,0,0,0,0,6,44.87,47.50,36.49,4.41,-6.05,4.53,100734,15.56,21.50,16,4,11,0,0
250787,0,0,0,0,0,0,0,6,44.00,47.46,36.52,3.78,-6.76,4.19,100732,16.15,21.50,21,0,14,0,0
250835,0,0,0,0,0,0,0,6,43.28,47.47,36.46,3.25,-7.53,3.46,100730,15.48,21.50,15,4,14,0,0
250901,0,0,0,0,0,0,0,6,42.31,47.44,36.41,3.56,-7.49,3.65,100725,15.81,21.50,13,0,11,0,0
250948,0,0,0,0,0,0,0,6,41.55,47.50,36.37,3.46,-6.90,2.83,100728,15.90,21.50,20,0,16,0,0
250996,0,0,0,0,0,0,0,6,40.92,47.49,36.36,4.81,-5.61,3.91,100728,15.81,21.50,20,0,16,0,0
251045,0,0,0,0,0,0,0,6,40.43,47.51,36.33,7.53,-4.39,4.22,100737,16.15,21.50,15,1,15,0,0
251092,0,0,0,0,0,0,0,6,40.12,47.52,36.27,7.94,-3.62,4.58,100725,16.31,21.50,19,0,13,0,0
251139,0,0,0,0,0,0,0,6,40.24,47.55,36.19,8.02,-4.25,3.71,100725,16.56,21.50,15,0,20,0,0
251190,0,0,0,0,0,0,0,6,40.10,47.59,36.14,9.37,-4.02,3.95,100722,16.40,21.50,20,1,16,0,0
251236,0,0,0,0,0,0,0,6,39.60,47.64,36.10,8.99,-4.75,3.71,100722,16.65,21.50,17,1,11,0,0
251301,0,0,0,0,0,0,0,6,38.59,47.66,36.11,8.32,-4.56,3.88,100721,16.15,21.50,15,2,13,0,0
251348,0,0,0,0,0,0,0,6,37.55,47.67,36.13,8.96,-3.18,4.71,100731,15.90,21.50,17,2,16,0,0
251396,0,0,0,0,0,0,0,6,36.68,47.68,36.12,8.40,-3.52,4.28,100731,15.56,21.50,22,0,15,0,0
251444,0,0,0,0,0,0,0,6,35.90,47.68,36.11,8.60,-3.67,4.22,100728,15.64,21.50,17,4,15,0,0
251492,0,0,0,0,0,0,0,6,35.25,47.67,36.11,9.00,-3.76,4.36,100722,16.65,21.50,20,0,18,0,0
251540,0,0,0,0,0,0,0,6,34.68,47.65,36.10,8.65,-3.78,4.24,100731,15.64,21.50,24,0,16,0,0
251587,0,0,0,0,0,0,0,6,34.15,47.67,36.06,9.17,-4.23,4.14,100727,16.65,21.50,15,1,20,0,0
251636,0,0,0,0,0,0,0,6,33.23,47.69,36.03,8.71,-4.01,3.88,100722,16.65,21.50,15,1,15,0,0
251700,0,0,0,0,0,0,0,6,32.36,47.68,36.05,8.61,-3.73,3.98,100724,16.40,21.50,15,0,18,0,0
251748,0,0,0,0,0,0,0,6,31.61,47.68,36.06,8.58,-3.74,3.91,100728,15.90,21.50,15,0,15,0,0
251796,0,0,0,0,0,0,0,6,31.01,47.71,36.05,8.79,-3.37,4.13,100717,16.40,21.50,13,0,17,0,0
251845,0,0,0,0,0,0,0,6,30.56,47.76,36.02,8.70,-3.52,4.07,100733,15.48,21.50,21,0,16,0,0
251891,0,0,0,0,0,0,0,6,30.17,47.79,36.00,8.31,-3.61,3.98,100734,16.06,21.50,20,0,16,0,0
251940,0,0,0,0,0,0,0,6,29.72,47.84,35.96,8.76,-3.37,4.03,100731,15.64,21.50,16,3,16,0,0
251987,0,0,0,0,0,0,0,6,29.54,47.92,35.89,8.48,-3.28,3.63,100730,15.22,21.50,20,0,20,0,0
252053,0,0,0,0,0,0,0,6,29.16,47.95,35.87,7.62,-3.32,4.34,100735,15.48,21.50,19,0,13,0,0
252100,0,0,0,0,0,0,0,6,28.98,47.92,35.90,8.04,-2.16,4.68,100730,15.81,21.50,20,0,14,0,0
252148,0,0,0,0,0,0,0,6,29.26,47.90,35.87,8.67,-2.35,4.95,100730,16.40,21.50,20,0,16,0,0
252196,0,0,0,0,0,0,0,6,29.86,47.99,35.72,6.52,-4.60,3.21,100725,16.56,21.50,14,0,15,0,0
252244,0,0,0,0,0,0,0,6,31.09,48.15,35.44,0.46,-8.99,0.57,100728,16.06,21.50,19,0,15,0,0
252292,0,0,0,0,0,0,0,6,31.93,48.41,35.13,-1.24,-11.39,-0.52,100728,16.06,21.50,18,1,16,0,0
252340,0,0,0,0,0,0,0,6,30.81,48.62,35.02,1.23,-9.51,1.75,100727,16.40,21.50,15,2,15,0,0
252391,0,0,0,0,0,0,0,6,29.29,48.73,34.98,-1.39,-8.35,2.74,100730,16.56,21.50,13,1,16,0,0
252452,0,0,0,0,0,0,0,6,27.70,48.84,35.07,1.63,-4.85,5.63,100722,16.65,21.50,18,0,17,0,0
252500,0,0,0,0,0,0,0,6,26.66,48.71,35.39,15.03,4.62,8.07,100727,15.90,21.50,18,1,17,0,0
252548,0,0,0,0,0,0,0,6,28.59,48.52,35.18,6.34,0.44,4.82,100731,15.81,21.50,15,0,24,0,0
252596,0,0,0,0,0,0,0,6,32.10,48.59,34.76,4.83,-6.76,0.06,100733,16.06,21.50,15,2,17,0,0
252644,0,0,0,0,0,0,0,6,33.64,48.68,34.66,13.72,-6.52,-1.06,100740,15.56,21.50,14,1,16,0,0
252692,0,0,0,0,0,0,0,6,31.18,48.70,34.87,10.37,-4.41,4.03,100727,16.40,21.50,18,0,15,0,0
252739,0,0,0,0,0,0,0,6,28.92,48.82,35.05,3.26,-3.95,5.56,100727,16.31,21.50,15,2,19,0,0
252792,0,0,0,0,0,0,0,6,26.92,49.08,35.19,7.56,-0.52,6.66,100728,15.81,21.50,16,2,17,0,0
252851,0,0,0,0,0,0,0,6,25.82,49.09,35.30,8.21,-1.13,3.86,100724,16.15,21.50,18,0,20,0,0
252898,0,0,0,0,0,0,0,6,25.16,48.94,35.43,7.82,-5.54,0.51,100740,14.97,21.50,18,2,18,0,0
252946,0,0,0,0,0,0,0,6,23.75,48.76,35.65,10.45,-7.30,-1.37,100740,15.48,21.50,20,0,24,0,0
252995,0,0,0,0,0,0,0,6,20.07,48.54,36.01,10.87,-5.27,-0.60,100730,15.81,21.50,13,3,20,0,0
253044,0,0,0,0,0,0,0,6,15.63,48.16,36.52,6.77,-1.76,2.03,100725,15.64,21.50,16,2,19,0,0
253092,0,0,0,0,0,0,0,6,12.07,47.98,36.86,6.69,-0.42,3.76,100734,15.81,21.50,15,0,22,0,0
253140,0,0,0,0,0,0,0,6,9.92,47.85,37.11,6.75,0.00,3.17,100734,15.64,21.50,15,0,22,0,0
253188,0,0,0,0,0,0,0,6,8.82,47.79,37.26,7.00,-3.31,2.23,100724,16.31,21.50,21,0,14,0,0
253252,0,0,0,0,0,0,0,6,6.47,47.84,37.43,9.43,-6.84,2.67,100734,15.48,21.50,17,0,7,0,0
253300,0,0,0,0,0,0,0,6,2.61,48.06,37.54,9.54,-4.50,4.18,100727,15.64,21.50,20,2,3,0,0
253348,0,0,0,0,0,0,0,6,-1.27,48.59,37.36,7.33,-1.31,5.50,100730,16.06,21.50,15,0,6,0,0
253397,0,0,0,0,0,0,0,6,-4.30,49.27,36.97,5.15,-1.66,6.01,100731,15.90,21.50,24,0,6,0,0
253446,0,0,0,0,0,0,0,6,-7.53,49.93,36.66,1.76,-5.68,5.88,100725,16.31,21.50,15,4,5,0,0
253492,0,0,0,0,0,0,0,6,-11.45,50.50,36.59,5.79,-4.14,3.29,100731,15.64,21.50,19,0,4,0,0
253540,0,0,0,0,0,0,0,6,-16.96,51.00,36.57,8.80,-0.02,4.68,100725,16.56,21.50,15,0,11,0,0
253605,0,0,0,0,0,0,0,6,-22.25,51.57,36.25,5.84,0.69,4.99,100730,15.90,21.50,22,0,9,0,0
253651,0,0,0,0,0,0,0,2,-26.21,52.25,35.61,3.74,1.65,5.50,100731,16.40,21.50,18,0,7,0,0
253699,0,0,0,0,0,0,0,2,-27.08,52.99,34.55,3.04,1.48,4.45,100734,15.81,21.50,16,2,11,0,0
253748,0,0,0,0,0,0,0,2,-25.59,53.43,33.46,0.92,1.91,2.80,100735,15.81,21.50,18,1,11,0,0
253795,0,0,0,0,0,0,0,2,-22.20,53.52,32.46,4.35,6.43,5.94,100738,15.22,21.50,15,0,7,0,0
253844,0,0,0,0,0,0,0,2,-18.59,53.32,31.82,10.70,2.96,5.09,100741,15.48,21.50,24,0,12,0,0
253895,0,0,0,0,0,0,0,2,-16.90,52.81,32.00,6.59,-8.58,0.52,100740,15.22,21.50,23,0,8,1,0
253941,0,0,0,0,0,0,0,2,-16.93,51.51,32.58,15.13,-17.35,14.51,100730,15.56,21.50,17,2,13,0,0
254003,0,0,0,0,0,0,0,2,-19.18,49.67,34.48,21.93,-8.57,6.99,100734,14.97,21.50,15,0,13,0,0
254052,0,0,0,0,0,0,0,2,-21.08,48.61,35.94,9.07,-6.86,7.88,100727,15.31,21.50,24,0,16,0,0
254099,0,0,0,0,0,0,0,2,-22.00,47.48,37.42,4.53,-7.08,15.29,100730,15.56,21.50,19,4,22,0,0
254150,0,0,0,0,0,0,0,2,-22.87,46.24,38.97,13.52,-8.51,9.38,100735,15.22,21.50,23,0,22,0,0
254195,0,0,0,0,0,0,0,2,-24.60,45.30,40.47,12.11,-10.92,6.72,100731,15.90,21.50,23,0,24,0,0
254244,0,0,0,0,0,0,0,2,-26.77,44.66,41.73,6.55,-9.55,10.38,100731,16.06,21.50,18,0,19,1,0
254292,0,0,0,0,0,0,0,2,-29.58,44.58,42.49,4.69,-7.30,11.22,100734,15.90,21.50,20,0,24,0,0
254339,0,0,0,0,0,0,0,2,-33.15,45.46,42.26,-1.50,-9.47,7.73,100733,16.15,21.50,15,0,27,0,0
254404,0,0,0,0,0,0,0,2,-36.24,47.24,40.75,-10.88,-6.79,6.77,100736,15.90,21.50,20,1,17,0,0
254452,0,0,0,0,0,0,0,2,-36.66,49.32,38.11,-9.09,4.51,12.58,100727,15.81,21.50,15,0,7,0,0
254500,0,0,0,0,0,0,0,2,-34.84,49.49,37.29,1.83,3.85,7.01,100728,16.15,21.50,15,0,8,0,0
254548,0,0,0,0,0,0,0,2,-34.78,49.00,37.75,14.69,-1.28,14.88,100725,15.81,21.50,19,0,2,1,0
254596,0,0,0,0,0,0,0,2,-34.48,49.77,36.73,42.12,-5.11,5.04,100730,16.40,21.50,18,0,4,1,0
254642,0,0,0,0,0,0,0,2,-35.40,49.52,36.96,13.47,-15.18,7.73,100741,15.56,21.50,21,0,4,0,0
254690,0,0,0,0,0,0,0,2,-34.24,50.78,35.00,9.90,-11.17,-2.93,100725,16.40,21.50,26,0,6,0,0
254739,0,0,0,0,0,0,0,2,-33.52,51.04,34.19,0.93,-12.06,3.84,100724,15.90,21.50,19,0,7,0,0
254804,0,0,0,0,0,0,0,2,-32.55,51.42,33.31,10.10,-14.75,-2.78,100734,16.15,21.50,24,0,10,0,0
254851,0,0,0,0,0,0,0,2,-34.32,52.21,32.89,12.58,-6.59,0.52,100727,15.56,21.50,24,0,0,0,0
254901,0,0,0,0,0,0,0,2,-33.61,52.27,32.36,11.46,-2.53,-0.36,100730,16.15,21.50,24,0,30,0,0
254948,0,0,0,0,0,0,0,2,-34.19,52.81,31.96,8.21,-6.72,3.01,100731,15.64,21.50,17,2,33,0,0
254996,0,0,0,0,0,0,0,2,-36.77,53.96,31.40,7.19,-7.03,3.75,100724,16.40,21.50,16,0,39,0,0
255043,0,0,0,0,0,0,0,2,-39.69,55.31,30.45,-1.95,-0.02,8.96,100727,15.90,21.50,16,2,23,0,0
255092,0,0,0,0,0,0,0,2,-41.77,56.51,29.50,-8.89,13.08,12.69,100725,16.40,21.50,13,2,17,0,0
255154,0,0,0,0,0,0,0,2,-40.39,56.29,29.00,-2.08,8.29,19.24,100727,15.81,21.50,15,2,20,0,0
255204,0,0,0,0,0,0,0,2,-39.81,55.89,29.71,25.38,16.75,1.46,100727,16.31,21.50,16,0,8,1,0
255252,0,0,0,0,0,0,0,2,-36.41,53.60,31.96,28.14,23.38,0.73,100727,16.15,21.50,18,0,0,1,0
255300,0,0,0,0,0,0,0,2,-30.59,52.15,32.63,3.29,-23.87,-8.74,100727,16.31,21.50,21,0,23,1,0
255347,0,0,0,0,0,0,0,2,-26.19,48.93,35.15,9.21,-11.54,-9.14,100730,15.56,21.50,20,0,10,1,0
255396,0,0,0,0,0,0,0,2,-24.12,46.95,36.99,16.56,-2.97,1.83,100728,15.48,21.50,20,0,23,1,0
255443,0,0,0,0,0,0,0,2,-18.06,45.71,36.69,18.12,-18.89,0.95,100730,15.81,21.50,19,0,18,1,0
255492,0,0,0,0,0,0,0,2,-15.09,44.00,37.67,11.61,-20.17,-6.16,100737,15.90,21.50,17,0,6,1,0
255555,0,0,0,0,0,0,0,2,-11.19,43.76,36.73,11.27,-9.64,-3.40,100733,15.64,21.50,17,0,5,1,0
255604,0,0,0,0,0,0,0,2,-8.13,45.27,34.19,4.40,-6.38,-6.41,100724,16.40,21.50,16,0,0,1,0
255654,0,0,0,0,0,0,0,2,-5.26,46.83,31.55,-7.39,-3.95,-7.35,100725,16.40,21.50,17,0,0,1,0
255700,0,0,0,0,0,0,0,2,-7.29,48.13,30.91,-6.25,-6.87,-0.96,100724,16.65,21.50,16,0,0,1,0
255747,0,0,0,0,0,0,0,2,-10.27,49.45,30.79,3.39,-7.04,-0.60,100722,16.65,21.50,18,0,0,1,0
255796,0,0,0,0,0,0,0,2,-18.30,49.77,33.58,32.29,1.80,4.61,100724,16.15,21.50,18,0,0,1,0
255846,0,0,0,0,0,0,0,2,-24.71,50.23,35.21,5.30,3.31,5.85,100721,16.98,21.50,18,0,0,1,0
255891,0,0,0,0,0,0,0,2,-26.76,52.26,34.41,4.70,-14.14,-8.42,100718,16.65,21.50,18,0,0,1,0
255955,0,0,0,0,0,0,0,2,-28.38,53.26,33.88,30.24,-6.32,-4.58,100728,15.90,21.50,18,0,0,1,0
256004,0,0,0,0,0,0,0,2,-24.44,54.13,32.07,18.59,-3.33,-3.69,100728,16.06,21.50,15,0,1,0,0
256052,0,0,0,0,0,0,0,2,-25.41,55.51,30.44,3.20,-10.48,-5.61,100727,15.81,21.50,19,0,0,1,0
256098,0,0,0,0,0,0,0,2,-29.55,56.33,29.69,-2.35,-2.25,0.83,100721,16.65,21.50,17,0,0,1,0
256149,0,0,0,0,0,0,0,2,-32.75,57.07,28.93,-8.30,4.96,3.53,100721,16.65,21.50,14,0,0,1,0
256196,0,0,0,0,0,0,0,2,-35.65,57.61,28.30,-11.75,8.62,13.55,100725,16.31,21.50,15,0,0,1,0
256244,0,0,0,0,0,0,0,2,-36.71,57.71,28.21,-10.21,18.79,11.99,100725,16.15,21.50,15,0,0,1,0
256307,0,0,0,0,0,0,0,2,-35.30,57.23,28.55,4.87,25.71,5.35,100728,15.81,21.50,15,0,0,1,0
256355,0,0,0,0,0,0,0,2,-32.85,55.89,29.78,23.45,14.17,-7.30,100728,16.06,21.50,17,0,0,1,0
256403,0,0,0,0,0,0,0,2,-29.48,53.25,31.88,24.12,5.25,-11.33,100735,15.48,21.50,16,0,0,1,0
256452,0,0,0,0,0,0,0,2,-28.24,51.41,33.48,15.12,-43.83,9.20,100730,16.40,21.50,17,0,27,1,0
256501,0,0,0,0,0,0,0,2,-34.66,47.92,39.43,13.74,-1.77,12.06,100724,16.56,21.50,17,0,0,1,0
256552,0,0,0,0,0,0,0,2,-36.46,44.01,44.56,12.76,-5.85,25.62,100734,15.31,21.50,18,0,1,1,0
256596,0,0,0,0,0,0,0,2,-36.72,41.47,47.82,11.24,-22.95,17.65,100727,16.15,21.50,19,0,0,1,0
256644,0,0,0,0,0,0,0,2,-37.76,40.33,49.38,8.43,-29.91,15.17,100717,16.73,21.50,18,0,0,1,0
256706,0,0,0,0,0,0,0,2,-38.59,40.08,49.78,2.76,-26.27,14.16,100720,16.73,21.50,16,0,0,1,0
256755,0,0,0,0,0,0,0,2,-39.04,40.91,48.85,-2.12,-19.81,5.60,100715,16.15,21.50,16,2,1,0,0
256804,0,0,0,0,0,0,0,2,-40.47,42.83,46.77,-7.93,-4.12,10.79,100724,16.40,21.50,16,0,0,1,0
256852,0,0,0,0,0,0,0,2,-40.92,45.19,43.89,-0.59,3.16,0.65,100722,16.15,21.50,17,0,0,1,0
256900,0,0,0,0,0,0,0,2,-40.56,46.77,41.65,23.08,22.82,6.77,100733,16.15,21.50,16,0,1,1,0
256947,0,0,0,0,0,0,0,2,-40.19,48.98,38.76,48.87,13.18,20.00,100725,15.81,21.50,16,0,7,1,0
256996,0,0,0,0,0,0,0,2,-41.07,49.84,37.19,16.44,-20.70,-8.90,100728,15.64,21.50,18,0,6,1,0
257044,0,0,0,0,0,0,0,2,-43.21,52.18,34.81,0.64,-19.70,6.28,100718,16.65,21.50,19,0,12,1,0
257108,0,0,0,0,0,0,0,2,-46.06,53.92,34.05,8.90,-21.11,-4.64,100721,16.15,21.50,19,0,18,1,0
257154,0,0,0,0,0,0,0,2,-46.03,53.65,33.87,16.17,-21.04,0.66,100721,16.15,21.50,17,0,18,1,0
257203,0,0,0,0,0,0,0,2,-44.70,53.45,33.30,7.56,-12.81,0.25,100725,16.73,21.50,19,0,36,1,0
257252,0,0,0,0,0,0,0,2,-45.46,53.22,33.76,3.26,-6.18,0.05,100724,16.15,21.50,18,0,0,1,0
257299,0,0,0,0,0,0,0,2,-45.81,52.62,34.24,-0.37,-0.16,3.22,100733,15.56,21.50,16,0,23,1,0
257348,0,0,0,0,0,0,0,2,-47.05,52.87,33.83,-2.28,10.64,12.57,100725,15.81,21.50,15,0,16,1,0
257396,0,0,0,0,0,0,0,2,-48.36,53.85,32.60,-15.29,23.63,11.18,100733,16.40,21.50,14,0,15,1,0
257443,0,0,0,0,0,0,0,2,-48.97,54.52,31.70,-5.99,19.73,15.15,100733,15.81,21.50,14,0,22,1,0
257508,0,0,0,0,0,0,0,2,-48.17,54.52,31.52,9.61,19.25,3.43,100731,15.81,21.50,17,0,20,1,0
257558,0,0,0,0,0,0,0,2,-45.56,53.06,32.87,27.52,18.29,-10.59,100728,15.81,21.50,17,0,6,1,0
257604,0,0,0,0,0,0,0,2,-42.94,51.01,34.92,17.24,-17.32,2.83,100722,16.40,21.50,17,0,10,1,0
257652,0,0,0,0,0,0,0,2,-42.10,49.64,37.17,16.68,-43.74,-3.41,100733,15.56,21.50,16,0,0,1,0
257700,0,0,0,0,0,0,0,2,-41.70,46.43,41.41,22.38,-16.03,18.19,100731,15.81,21.50,18,0,0,1,0
257748,0,0,0,0,0,0,0,2,-40.85,43.95,44.49,16.56,-12.21,19.16,100725,16.56,21.50,18,0,0,1,0
257796,0,0,0,0,0,0,0,2,-39.81,41.59,47.44,7.23,-24.80,6.40,100728,16.15,21.50,17,0,0,0,0
257844,0,0,0,0,0,0,0,2,-39.69,40.56,48.66,-5.33,-33.86,23.15,100730,16.15,21.50,17,0,0,0,0
257907,0,0,0,0,0,0,0,2,-40.49,41.62,46.78,-3.08,-34.43,5.27,100724,16.56,21.50,20,0,0,0,0
257956,0,0,0,0,0,0,0,2,-42.81,44.03,43.66,0.70,-25.62,-15.11,100722,16.31,21.50,20,0,0,0,0
258004,0,0,0,0,0,0,0,2,-44.88,45.80,41.78,3.09,4.76,1.17,100722,16.73,21.50,16,0,0,1,0
258052,0,0,0,0,0,0,0,2,-45.38,46.56,41.12,17.35,41.29,18.22,100725,15.90,21.50,14,0,0,1,0
258099,0,0,0,0,0,0,0,2,-45.83,47.38,40.02,35.19,15.29,21.10,100734,15.90,21.50,16,0,0,1,0
258147,0,0,0,0,0,0,0,2,-46.70,48.15,39.49,33.49,-13.78,0.82,100722,15.90,21.50,17,0,0,1,0
258196,0,0,0,0,0,0,0,2,-47.83,48.88,39.13,6.11,-14.90,9.52,100722,16.56,21.50,16,0,0,1,0
258261,0,0,0,0,0,0,0,2,-48.42,49.65,38.84,8.56,-10.44,-2.09,100724,16.40,21.50,24,0,2,0,0
258307,0,0,0,0,0,0,0,2,-48.37,49.98,38.08,13.27,-7.96,5.54,100718,16.40,21.50,16,2,0,0,0
258356,0,0,0,0,0,0,0,2,-48.17,51.61,35.20,6.71,-9.30,-1.73,100727,15.90,21.50,19,0,0,1,0
258404,0,0,0,0,0,0,0,2,-48.14,52.82,33.28,-3.23,-8.84,-6.42,100731,16.40,21.50,18,0,0,1,0
258452,0,0,0,0,0,0,0,2,-48.67,53.86,32.44,3.69,-14.18,-2.29,100730,15.64,21.50,16,0,0,1,0
258500,0,0,0,0,0,0,0,2,-49.97,55.48,30.28,7.54,-10.14,8.65,100735,15.22,21.50,15,0,0,1,0
258548,0,0,0,0,0,0,0,2,-50.57,55.79,29.38,-16.00,19.09,2.08,100728,16.31,21.50,15,0,0,1,0
258596,0,0,0,0,0,0,0,2,-50.91,56.37,28.47,-4.64,22.17,-5.19,100731,15.81,21.50,16,0,0,1,0
258661,0,0,0,0,0,0,0,2,-50.36,56.05,28.84,17.55,27.36,-4.74,100731,16.06,21.50,16,0,9,1,0
258708,0,0,0,0,0,0,0,2,-47.42,54.05,30.75,27.30,26.47,-4.37,100730,15.56,21.50,16,0,9,1,0
258756,0,0,0,0,0,0,0,2,-43.80,51.97,32.48,0.97,-14.80,-4.03,100730,15.90,21.50,17,0,1,1,0
258804,0,0,0,0,0,0,0,2,-41.46,49.74,35.14,15.31,-48.25,-5.46,100728,15.64,21.50,20,0,0,1,0
258852,0,0,0,0,0,0,0,2,-41.31,46.66,40.22,22.91,-2.42,20.31,100725,16.31,21.50,21,0,0,1,0
258901,0,0,0,0,0,0,0,2,-41.07,44.51,43.68,12.81,-6.10,15.18,100722,15.90,21.50,18,0,0,1,0
258948,0,0,0,0,0,0,0,2,-41.00,42.77,46.30,5.67,-20.43,13.99,100730,15.90,21.50,24,0,0,0,0
258996,0,0,0,0,0,0,0,2,-41.56,42.12,47.68,1.74,-23.82,8.15,100727,16.56,21.50,15,0,0,0,0
259059,0,0,0,0,0,0,0,2,-40.59,40.67,49.30,0.26,-25.49,15.93,100730,16.40,21.50,16,3,0,0,0
259109,0,0,0,0,0,0,0,2,-40.46,40.51,49.27,-0.60,-26.23,4.22,100721,17.15,21.50,15,0,2,0,0
259156,0,0,0,0,0,0,0,2,-42.22,42.28,47.10,-0.85,-6.40,11.66,100728,16.40,21.50,15,4,0,0,0
259204,0,0,0,0,0,0,0,2,-43.98,44.22,45.03,13.07,-14.26,-20.24,100727,16.31,21.50,18,0,0,0,0
259252,0,0,0,0,0,0,0,2,-45.38,45.97,42.44,22.71,23.89,6.92,100731,15.90,21.50,16,0,0,1,0
259300,0,0,0,0,0,0,0,2,-46.87,49.44,38.32,25.72,16.59,9.70,100724,16.56,21.50,17,0,0,1,0
259348,0,0,0,0,0,0,0,2,-47.35,51.94,35.07,4.30,-23.25,11.06,100730,16.31,21.50,19,0,0,1,0
259396,0,0,0,0,0,0,0,2,-49.48,53.60,34.32,14.23,-11.48,-8.21,100733,15.31,21.50,18,0,0,1,0
259459,0,0,0,0,0,0,0,2,-49.49,53.57,34.45,20.11,-7.72,1.23,100730,15.56,21.50,18,0,0,1,0
259507,0,0,0,0,0,0,0,2,-49.47,54.06,33.87,10.70,-10.53,-0.15,100731,15.48,21.50,18,0,0,1,0
259556,0,0,0,0,0,0,0,2,-49.65,53.86,33.99,-0.25,-6.53,-3.21,100730,16.06,21.50,17,0,0,1,0
259604,0,0,0,0,0,0,0,2,-49.13,52.95,34.45,5.39,-14.29,6.82,100731,15.56,21.50,15,0,0,0,0
259654,0,0,0,0,0,0,0,2,-49.00,52.73,34.05,-2.26,-2.00,2.90,100731,15.48,21.50,14,0,0,1,0
259700,0,0,0,0,0,0,0,2,-49.86,52.45,34.06,-13.26,15.18,11.17,100728,15.56,21.50,15,0,0,1,0
259748,0,0,0,0,0,0,0,2,-50.34,52.83,33.54,-10.83,21.41,10.40,100730,15.56,21.50,12,4,0,0,0
259810,0,0,0,0,0,0,0,2,-50.79,53.58,32.71,2.95,15.06,1.95,100727,16.73,21.50,14,0,0,1,0
259861,0,0,0,0,0,0,0,2,-50.15,53.34,32.90,18.57,8.06,-5.08,100722,16.40,21.50,15,0,0,1,0
259909,0,0,0,0,0,0,0,2,-48.03,51.26,34.93,24.72,3.63,-1.77,100731,16.40,21.50,16,0,0,1,0
259956,0,0,0,0,0,0,0,2,-46.63,49.96,35.79,4.53,-35.95,5.15,100734,15.90,21.50,16,0,0,1,0
260004,0,0,0,0,0,0,0,2,-46.75,48.59,38.04,21.29,-33.59,-1.37,100728,16.56,21.50,26,1,0,0,0
260053,0,0,0,0,0,0,0,2,-45.32,45.20,42.94,16.52,3.47,17.78,100727,15.64,21.50,16,0,27,1,0
260100,0,0,0,0,0,0,0,2,-44.14,43.35,45.27,17.30,-7.35,19.99,100731,15.81,21.50,18,0,29,1,0
260151,0,0,0,0,0,0,0,2,-43.50,42.30,46.70,10.66,-18.21,13.85,100733,15.06,21.50,16,0,25,1,0
260210,0,0,0,0,0,0,0,2,-43.97,42.23,46.86,2.78,-18.67,8.91,100734,15.22,21.50,18,2,8,0,0
260260,0,0,0,0,0,0,0,2,-45.94,42.91,45.48,-6.02,-18.24,7.04,100721,16.06,21.50,15,0,0,0,0
260312,0,0,0,0,0,0,0,2,-48.95,44.84,42.41,-10.40,-13.65,-7.45,100722,15.90,21.50,20,0,1,0,0
260355,0,0,0,0,0,0,0,2,-50.64,46.63,39.96,-2.90,0.58,-3.27,100734,15.90,21.50,18,1,0,0,0
260404,0,0,0,0,0,0,0,2,-50.82,47.34,39.25,19.50,15.11,11.08,100728,15.81,21.50,16,1,26,0,0
260452,0,0,0,0,0,0,0,2,-51.71,48.40,38.22,38.63,-9.72,19.80,100731,15.22,21.50,16,2,16,0,0
